name,mirAccession,geneName,targetSites,bioComplex,clipReadNum,cancerNum
hsa-miR-200b-3p,MIMAT0000318,CTA-204B4.6,1,1,1,-1
hsa-miR-200b-3p,MIMAT0000318,CTD-2630F21.1,1,8,190,-1
hsa-miR-200b-3p,MIMAT0000318,CTB-92J24.2,1,1,8,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-473I1.10,1,2,14,-1
hsa-miR-200b-3p,MIMAT0000318,AC005154.5,1,1,22,-1
hsa-miR-200b-3p,MIMAT0000318,RP13-507I23.1,1,2,0,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-18F14.2,2,1,14,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-214C8.5,1,1,18,-1
hsa-miR-200b-3p,MIMAT0000318,OIP5-AS1,1,3,57,-1
hsa-miR-200b-3p,MIMAT0000318,CTD-3099C6.9,1,1,23,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-277L2.2,1,1,1,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-429J17.7,1,2,13,-1
hsa-miR-200b-3p,MIMAT0000318,C11orf95,1,1,139,-1
hsa-miR-200b-3p,MIMAT0000318,RP4-773N10.5,1,1,16,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-690D19.3,1,1,351,-1
hsa-miR-200b-3p,MIMAT0000318,XIST,3,11,57,0
hsa-miR-200b-3p,MIMAT0000318,RP5-1085F17.3,1,1,6,-1
hsa-miR-200b-3p,MIMAT0000318,LINC00641,1,1,6,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-361F15.2,1,1,47,-1
hsa-miR-200b-3p,MIMAT0000318,CWC15,1,5,62,-1
hsa-miR-200b-3p,MIMAT0000318,SCAMP1,2,5,66,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-145M9.4,1,3,173,-1
hsa-miR-200b-3p,MIMAT0000318,MAPKAPK5-AS1,1,1,7,-1
hsa-miR-200b-3p,MIMAT0000318,MALAT1,2,8,759,2
hsa-miR-200b-3p,MIMAT0000318,RP11-379K17.4,1,1,5,-1
hsa-miR-200b-3p,MIMAT0000318,CTD-3185P2.1,1,10,182,-1
hsa-miR-200b-3p,MIMAT0000318,MATN1-AS1,1,1,25,-1
hsa-miR-200b-3p,MIMAT0000318,LINC00667,1,4,113,-1
hsa-miR-200b-3p,MIMAT0000318,PPP1R9B,1,5,59,-1
hsa-miR-200b-3p,MIMAT0000318,RP6-24A23.7,2,10,761,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-403I13.4,1,1,1,-1
hsa-miR-200b-3p,MIMAT0000318,ZNF518A,1,3,107,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-305E6.4,1,1,12,-1
hsa-miR-200b-3p,MIMAT0000318,RP11-91G21.2,1,2,43,-1
hsa-miR-200b-3p,MIMAT0000318,AC005154.6,1,1,22,-1
hsa-miR-200b-3p,MIMAT0000318,UBXN8,1,1,9,-1
hsa-miR-200a-3p,MIMAT0000682,PINK1-AS,1,1,28,-1
hsa-miR-200a-3p,MIMAT0000682,LA16c-306E5.2,1,4,55,-1
hsa-miR-200a-3p,MIMAT0000682,RP11-33N16.3,1,1,28,-1
hsa-miR-200a-3p,MIMAT0000682,RP11-203J24.9,1,1,164,-1
hsa-miR-200a-3p,MIMAT0000682,RP11-106M3.2,1,1,1,-1
hsa-miR-200a-3p,MIMAT0000682,AC010729.1,1,2,0,-1
hsa-miR-200a-3p,MIMAT0000682,DYX1C1-CCPG1,1,1,2,-1
hsa-miR-200a-3p,MIMAT0000682,OIP5-AS1,3,12,886,-1
hsa-miR-200a-3p,MIMAT0000682,RP11-793H13.8,1,1,1,-1
hsa-miR-200a-3p,MIMAT0000682,U47924.19,1,1,16,-1
hsa-miR-200a-3p,MIMAT0000682,SNHG16,1,2,43,-1
hsa-miR-200a-3p,MIMAT0000682,TMEM161B-AS1,1,2,0,-1
hsa-miR-200a-3p,MIMAT0000682,CTBP1-AS1,1,1,41,-1
hsa-miR-200a-3p,MIMAT0000682,RP11-13N13.2,1,3,22,-1
hsa-miR-200a-3p,MIMAT0000682,RP11-220I1.1,1,1,3,-1
hsa-miR-200a-3p,MIMAT0000682,RP1-283E3.8,1,1,5,-1
hsa-miR-200a-3p,MIMAT0000682,DLX6-AS1,1,1,8,-1
hsa-miR-200a-3p,MIMAT0000682,XIST,3,6,0,1
hsa-miR-200a-3p,MIMAT0000682,RP11-539I5.1,1,1,7,-1
hsa-miR-200a-3p,MIMAT0000682,RP5-890O3.9,1,1,9,-1
hsa-miR-200a-3p,MIMAT0000682,AC003665.1,1,1,7,-1
hsa-miR-200a-3p,MIMAT0000682,LINC00661,1,1,9,-1
hsa-miR-200a-3p,MIMAT0000682,EMG1,1,1,16,-1
hsa-miR-200a-3p,MIMAT0000682,AC016629.8,1,1,111,-1
hsa-miR-200a-3p,MIMAT0000682,MALAT1,2,8,2683,2
hsa-miR-200a-3p,MIMAT0000682,SEC22B,1,2,0,-1
hsa-miR-200a-3p,MIMAT0000682,C17orf76-AS1,1,2,0,-1
hsa-miR-200a-3p,MIMAT0000682,TP73-AS1,2,4,27,-1
hsa-miR-200a-3p,MIMAT0000682,SNHG15,1,3,12,-1
hsa-miR-200a-3p,MIMAT0000682,LINC00319,1,1,8,-1
hsa-miR-200a-3p,MIMAT0000682,TRAF3IP2-AS1,1,2,0,-1
hsa-miR-200a-3p,MIMAT0000682,RP11-469M7.1,1,2,20,-1
hsa-miR-200a-3p,MIMAT0000682,AD000090.2,1,1,8,-1
hsa-miR-429,MIMAT0001536,CTA-204B4.6,1,1,1,-1
hsa-miR-429,MIMAT0001536,CTD-2630F21.1,1,8,190,-1
hsa-miR-429,MIMAT0001536,CTB-92J24.2,1,1,8,-1
hsa-miR-429,MIMAT0001536,RP11-473I1.10,1,2,14,-1
hsa-miR-429,MIMAT0001536,AC005154.5,1,1,22,-1
hsa-miR-429,MIMAT0001536,RP13-507I23.1,1,2,0,-1
hsa-miR-429,MIMAT0001536,RP11-18F14.2,2,1,14,-1
hsa-miR-429,MIMAT0001536,RP11-214C8.5,1,1,18,-1
hsa-miR-429,MIMAT0001536,OIP5-AS1,1,3,57,-1
hsa-miR-429,MIMAT0001536,CTD-3099C6.9,1,1,23,-1
hsa-miR-429,MIMAT0001536,RP11-277L2.2,1,1,1,-1
hsa-miR-429,MIMAT0001536,RP11-429J17.7,1,2,13,-1
hsa-miR-429,MIMAT0001536,C11orf95,1,1,139,-1
hsa-miR-429,MIMAT0001536,RP4-773N10.5,1,1,16,-1
hsa-miR-429,MIMAT0001536,RP11-690D19.3,1,1,351,-1
hsa-miR-429,MIMAT0001536,XIST,3,11,57,1
hsa-miR-429,MIMAT0001536,LINC00641,1,1,6,-1
hsa-miR-429,MIMAT0001536,RP11-361F15.2,1,1,47,-1
hsa-miR-429,MIMAT0001536,SCAMP1,2,5,66,-1
hsa-miR-429,MIMAT0001536,CWC15,1,5,62,-1
hsa-miR-429,MIMAT0001536,RP11-145M9.4,1,3,173,-1
hsa-miR-429,MIMAT0001536,MAPKAPK5-AS1,1,1,7,-1
hsa-miR-429,MIMAT0001536,RP11-379K17.4,1,1,5,-1
hsa-miR-429,MIMAT0001536,MALAT1,2,8,759,2
hsa-miR-429,MIMAT0001536,CTD-3185P2.1,1,10,182,-1
hsa-miR-429,MIMAT0001536,LINC00667,1,4,113,-1
hsa-miR-429,MIMAT0001536,MATN1-AS1,1,1,25,-1
hsa-miR-429,MIMAT0001536,PPP1R9B,1,5,59,-1
hsa-miR-429,MIMAT0001536,RP6-24A23.7,2,10,761,-1
hsa-miR-429,MIMAT0001536,RP11-403I13.4,1,1,1,-1
hsa-miR-429,MIMAT0001536,ZNF518A,1,3,107,-1
hsa-miR-429,MIMAT0001536,RP11-305E6.4,1,1,12,-1
hsa-miR-429,MIMAT0001536,RP11-91G21.2,1,2,43,-1
hsa-miR-429,MIMAT0001536,AC005154.6,1,1,22,-1
hsa-miR-429,MIMAT0001536,UBXN8,1,1,9,-1
hsa-miR-551a,MIMAT0003214,CTD-2090I13.1,1,1,9,-1
hsa-miR-551a,MIMAT0003214,RP11-227G15.3,1,1,21,-1
hsa-miR-551a,MIMAT0003214,AC009948.5,1,1,29,-1
hsa-miR-551a,MIMAT0003214,RP11-429J17.2,1,1,16,-1
hsa-miR-34a-5p,MIMAT0000255,CTA-204B4.6,1,1,1,-1
hsa-miR-34a-5p,MIMAT0000255,CTC-444N24.8,1,2,10,-1
hsa-miR-34a-5p,MIMAT0000255,CTD-2090I13.1,1,1,9,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-420G6.4,1,1,6,-1
hsa-miR-34a-5p,MIMAT0000255,RP1-37E16.12,1,1,14,-1
hsa-miR-34a-5p,MIMAT0000255,AC005863.1,1,1,8,-1
hsa-miR-34a-5p,MIMAT0000255,CTC-503J8.6,1,1,18,-1
hsa-miR-34a-5p,MIMAT0000255,AC112229.7,1,2,11,-1
hsa-miR-34a-5p,MIMAT0000255,HCG18,1,5,54,7
hsa-miR-34a-5p,MIMAT0000255,AC078852.1,1,1,8,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-54O7.1,1,2,1,-1
hsa-miR-34a-5p,MIMAT0000255,CASP8AP2,1,17,2437,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-284N8.3,1,1,48,-1
hsa-miR-34a-5p,MIMAT0000255,CTD-2245O6.1,1,2,13,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-397D12.6,1,1,6,-1
hsa-miR-34a-5p,MIMAT0000255,C11orf95,1,3,20,-1
hsa-miR-34a-5p,MIMAT0000255,RP4-773N10.5,1,1,5,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-120D5.1,1,1,8,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-20G6.3,1,2,21,-1
hsa-miR-34a-5p,MIMAT0000255,KCNQ1OT1,1,2,0,2
hsa-miR-34a-5p,MIMAT0000255,LINC00662,1,1,6,-1
hsa-miR-34a-5p,MIMAT0000255,SNHG7,1,9,177,3
hsa-miR-34a-5p,MIMAT0000255,XIST,1,6,29,1
hsa-miR-34a-5p,MIMAT0000255,CTC-487M23.5,1,11,578,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-552M11.4,1,1,1,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-156L14.1,1,1,5,-1
hsa-miR-34a-5p,MIMAT0000255,GNAS-AS1,1,2,4,-1
hsa-miR-34a-5p,MIMAT0000255,NUTM2A-AS1,1,1,10,-1
hsa-miR-34a-5p,MIMAT0000255,CTC-281B15.1,1,1,6,-1
hsa-miR-34a-5p,MIMAT0000255,DCP1A,1,2,40,-1
hsa-miR-34a-5p,MIMAT0000255,CTD-2020K17.1,1,1,27,-1
hsa-miR-34a-5p,MIMAT0000255,CTD-3185P2.1,1,10,182,-1
hsa-miR-34a-5p,MIMAT0000255,LINC00667,2,3,39,-1
hsa-miR-34a-5p,MIMAT0000255,PCBP1-AS1,1,2,27,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-730K11.1,1,1,7,-1
hsa-miR-34a-5p,MIMAT0000255,NEAT1,1,1,1975,1
hsa-miR-34a-5p,MIMAT0000255,RP11-216F19.2,1,2,0,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-380L11.4,1,1,5,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-6N17.9,1,2,18,-1
hsa-miR-34a-5p,MIMAT0000255,AC013268.5,1,2,43,-1
hsa-miR-34a-5p,MIMAT0000255,ERVK3-1,1,4,53,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-65F13.2,1,1,5,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-153A23.6,1,1,8,-1
hsa-miR-34a-5p,MIMAT0000255,RP1-5O6.6,1,3,10,-1
hsa-miR-34a-5p,MIMAT0000255,RP11-496I9.1,1,1,31,-1
hsa-miR-378f,MIMAT0018932,CTA-204B4.6,1,1,1,-1
hsa-miR-378f,MIMAT0018932,CTC-444N24.8,1,1,5,-1
hsa-miR-378f,MIMAT0018932,LINC00657,1,1,81,-1
hsa-miR-378f,MIMAT0018932,RP11-392M18.5,1,2,0,-1
hsa-miR-378f,MIMAT0018932,RP11-159D12.9,1,1,5,-1
hsa-miR-378f,MIMAT0018932,HCG18,1,2,0,-1
hsa-miR-378f,MIMAT0018932,OIP5-AS1,1,3,57,-1
hsa-miR-378f,MIMAT0018932,CASP8AP2,1,2,0,-1
hsa-miR-378f,MIMAT0018932,RN7SL1,1,2,166,-1
hsa-miR-378f,MIMAT0018932,FBXL19-AS1,2,3,7,-1
hsa-miR-378f,MIMAT0018932,JPX,1,1,5,-1
hsa-miR-378f,MIMAT0018932,AP006222.2,1,2,44,-1
hsa-miR-378f,MIMAT0018932,RP5-837J1.2,1,1,5,-1
hsa-miR-378f,MIMAT0018932,LINC00641,1,2,2,-1
hsa-miR-378f,MIMAT0018932,Z97634.5,1,2,2,-1
hsa-miR-378f,MIMAT0018932,SLC37A4,1,1,341,-1
hsa-miR-378f,MIMAT0018932,RECQL4,1,1,8,-1
hsa-miR-378f,MIMAT0018932,LINC00094,1,1,224,-1
hsa-miR-378f,MIMAT0018932,RP11-701H24.5,1,1,20,-1
hsa-miR-378f,MIMAT0018932,MALAT1,1,6,0,-1
hsa-miR-378f,MIMAT0018932,RP4-622L5.2,1,4,25,-1
hsa-miR-378f,MIMAT0018932,RP11-405O10.2,1,1,56,-1
hsa-miR-378f,MIMAT0018932,RP11-519M16.1,1,1,5,-1
hsa-miR-30e-5p,MIMAT0000692,CTA-204B4.6,2,6,60,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-436A20.4,1,1,7,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-175O19.4,1,2,18,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-226L15.5,1,1,23,-1
hsa-miR-30e-5p,MIMAT0000692,LINC00657,1,1,39,-1
hsa-miR-30e-5p,MIMAT0000692,POLDIP2,1,2,30,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-347I19.3,1,1,297,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-38P22.2,1,3,52,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-119F19.2,1,1,8,-1
hsa-miR-30e-5p,MIMAT0000692,AC016747.3,1,1,27,-1
hsa-miR-30e-5p,MIMAT0000692,HNRNPU-AS1,1,2,0,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-106M3.2,1,1,1,-1
hsa-miR-30e-5p,MIMAT0000692,HCG18,1,1,8,2
hsa-miR-30e-5p,MIMAT0000692,DLEU2,1,7,118,5
hsa-miR-30e-5p,MIMAT0000692,DYX1C1-CCPG1,1,1,2,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-311C24.1,1,4,114,-1
hsa-miR-30e-5p,MIMAT0000692,OIP5-AS1,3,14,996,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-373L24.1,1,2,16,-1
hsa-miR-30e-5p,MIMAT0000692,CTBP1-AS1,2,2,72,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-158I13.2,1,3,102,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-371I1.2,1,1,8,-1
hsa-miR-30e-5p,MIMAT0000692,RP4-773N10.5,1,6,83,-1
hsa-miR-30e-5p,MIMAT0000692,RP5-935K16.1,1,2,10,-1
hsa-miR-30e-5p,MIMAT0000692,CTD-2116N17.1,1,8,506,-1
hsa-miR-30e-5p,MIMAT0000692,CTB-89H12.4,1,9,390,-1
hsa-miR-30e-5p,MIMAT0000692,XIST,2,21,3568,2
hsa-miR-30e-5p,MIMAT0000692,RP11-342K6.1,1,12,278,-1
hsa-miR-30e-5p,MIMAT0000692,AC096772.6,1,8,281,-1
hsa-miR-30e-5p,MIMAT0000692,MIR4720,1,1,22,-1
hsa-miR-30e-5p,MIMAT0000692,C14orf169,1,2,9,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-361F15.2,1,2,0,-1
hsa-miR-30e-5p,MIMAT0000692,SCAMP1,1,9,239,-1
hsa-miR-30e-5p,MIMAT0000692,DCP1A,1,8,157,-1
hsa-miR-30e-5p,MIMAT0000692,EPB41L4A-AS1,1,4,58,-1
hsa-miR-30e-5p,MIMAT0000692,CTD-3064H18.6,1,1,6,-1
hsa-miR-30e-5p,MIMAT0000692,MALAT1,1,8,2633,2
hsa-miR-30e-5p,MIMAT0000692,RP11-73K9.2,1,1,6,-1
hsa-miR-30e-5p,MIMAT0000692,NEFL,1,10,2302,-1
hsa-miR-30e-5p,MIMAT0000692,SLC26A4-AS1,1,1,7,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-383C5.4,1,1,5,-1
hsa-miR-30e-5p,MIMAT0000692,AC084018.1,1,1,297,-1
hsa-miR-30e-5p,MIMAT0000692,RP6-24A23.7,2,12,869,-1
hsa-miR-30e-5p,MIMAT0000692,AC005152.2,1,1,11,-1
hsa-miR-30e-5p,MIMAT0000692,ZNF518A,2,6,127,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-819C21.1,1,2,13,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-618G20.1,2,5,60,-1
hsa-miR-30e-5p,MIMAT0000692,AD000090.2,1,1,33,-1
hsa-miR-30e-5p,MIMAT0000692,ERVK3-1,1,2,36,-1
hsa-miR-30e-5p,MIMAT0000692,AC141846.4,1,4,46,-1
hsa-miR-30e-5p,MIMAT0000692,RP5-955M13.3,1,1,8,-1
hsa-miR-30e-5p,MIMAT0000692,RP11-16E12.2,1,6,101,-1
hsa-miR-30e-5p,MIMAT0000692,TPT1-AS1,1,1,8,-1
hsa-miR-30e-5p,MIMAT0000692,RP13-890H12.2,1,1,8,-1
hsa-miR-30e-5p,MIMAT0000692,LINC00707,1,2,90,-1
hsa-miR-30c-5p,MIMAT0000244,CTA-204B4.6,2,6,60,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-436A20.4,1,1,7,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-175O19.4,1,2,18,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-226L15.5,1,1,23,-1
hsa-miR-30c-5p,MIMAT0000244,LINC00657,1,1,39,-1
hsa-miR-30c-5p,MIMAT0000244,POLDIP2,1,2,30,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-347I19.3,1,1,297,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-38P22.2,1,3,52,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-119F19.2,1,1,8,-1
hsa-miR-30c-5p,MIMAT0000244,AC016747.3,1,1,27,-1
hsa-miR-30c-5p,MIMAT0000244,HNRNPU-AS1,1,2,0,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-106M3.2,1,1,1,-1
hsa-miR-30c-5p,MIMAT0000244,HCG18,1,1,8,0
hsa-miR-30c-5p,MIMAT0000244,DLEU2,1,7,118,5
hsa-miR-30c-5p,MIMAT0000244,DYX1C1-CCPG1,1,1,2,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-311C24.1,1,4,114,-1
hsa-miR-30c-5p,MIMAT0000244,OIP5-AS1,3,14,996,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-373L24.1,1,3,22,-1
hsa-miR-30c-5p,MIMAT0000244,CTBP1-AS1,2,2,72,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-158I13.2,1,3,102,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-371I1.2,1,1,8,-1
hsa-miR-30c-5p,MIMAT0000244,RP4-773N10.5,1,6,83,-1
hsa-miR-30c-5p,MIMAT0000244,RP5-935K16.1,1,2,10,-1
hsa-miR-30c-5p,MIMAT0000244,CTD-2116N17.1,1,8,506,-1
hsa-miR-30c-5p,MIMAT0000244,CTB-89H12.4,1,9,390,-1
hsa-miR-30c-5p,MIMAT0000244,XIST,2,21,3568,1
hsa-miR-30c-5p,MIMAT0000244,RP11-342K6.1,1,12,278,-1
hsa-miR-30c-5p,MIMAT0000244,AC096772.6,1,8,281,-1
hsa-miR-30c-5p,MIMAT0000244,MIR4720,1,1,22,-1
hsa-miR-30c-5p,MIMAT0000244,C14orf169,1,2,9,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-361F15.2,1,2,0,-1
hsa-miR-30c-5p,MIMAT0000244,SCAMP1,1,9,239,-1
hsa-miR-30c-5p,MIMAT0000244,DCP1A,1,8,157,-1
hsa-miR-30c-5p,MIMAT0000244,EPB41L4A-AS1,1,4,58,-1
hsa-miR-30c-5p,MIMAT0000244,CTD-3064H18.6,1,1,6,-1
hsa-miR-30c-5p,MIMAT0000244,MALAT1,1,8,2633,2
hsa-miR-30c-5p,MIMAT0000244,RP11-73K9.2,1,1,6,-1
hsa-miR-30c-5p,MIMAT0000244,NEFL,1,10,2307,-1
hsa-miR-30c-5p,MIMAT0000244,SLC26A4-AS1,1,1,7,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-383C5.4,1,1,5,-1
hsa-miR-30c-5p,MIMAT0000244,AC084018.1,1,1,297,-1
hsa-miR-30c-5p,MIMAT0000244,RP6-24A23.7,2,12,869,-1
hsa-miR-30c-5p,MIMAT0000244,AC005152.2,1,1,11,-1
hsa-miR-30c-5p,MIMAT0000244,ZNF518A,2,6,127,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-819C21.1,1,2,13,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-618G20.1,2,5,60,-1
hsa-miR-30c-5p,MIMAT0000244,AD000090.2,1,1,33,-1
hsa-miR-30c-5p,MIMAT0000244,ERVK3-1,1,2,36,-1
hsa-miR-30c-5p,MIMAT0000244,AC141846.4,1,4,46,-1
hsa-miR-30c-5p,MIMAT0000244,RP5-955M13.3,1,1,8,-1
hsa-miR-30c-5p,MIMAT0000244,RP11-16E12.2,1,6,101,-1
hsa-miR-30c-5p,MIMAT0000244,TPT1-AS1,1,1,8,-1
hsa-miR-30c-5p,MIMAT0000244,RP13-890H12.2,1,1,8,-1
hsa-miR-30c-5p,MIMAT0000244,LINC00707,1,2,90,-1
hsa-miR-761,MIMAT0010364,CTC-338M12.3,1,1,5,-1
hsa-miR-761,MIMAT0010364,LINC00842,1,1,41,-1
hsa-miR-761,MIMAT0010364,AC135048.13,1,1,1,-1
hsa-miR-761,MIMAT0010364,AC016747.3,1,1,2,-1
hsa-miR-761,MIMAT0010364,RP11-278A23.2,2,2,27,-1
hsa-miR-761,MIMAT0010364,AC002331.1,1,3,26,-1
hsa-miR-761,MIMAT0010364,RP11-54O7.1,1,2,2,-1
hsa-miR-761,MIMAT0010364,LINC00339,1,3,38,-1
hsa-miR-761,MIMAT0010364,RP4-564F22.2,1,1,10,-1
hsa-miR-761,MIMAT0010364,AC096579.7,1,3,27,-1
hsa-miR-761,MIMAT0010364,RP11-277L2.2,1,1,1,-1
hsa-miR-761,MIMAT0010364,RP11-280F2.2,1,2,2,-1
hsa-miR-761,MIMAT0010364,RP11-244O19.1,1,1,8,-1
hsa-miR-761,MIMAT0010364,RP1-283E3.8,1,1,1,-1
hsa-miR-761,MIMAT0010364,HOXA11-AS,1,1,12,-1
hsa-miR-761,MIMAT0010364,XIST,3,6,0,0
hsa-miR-761,MIMAT0010364,PLK1S1,1,1,8,-1
hsa-miR-761,MIMAT0010364,SENP3-EIF4A1,1,1,1,-1
hsa-miR-761,MIMAT0010364,NUTM2A-AS1,1,8,296,-1
hsa-miR-761,MIMAT0010364,SEMA3B,1,3,336,-1
hsa-miR-761,MIMAT0010364,SLC37A4,1,1,341,-1
hsa-miR-761,MIMAT0010364,RP11-276H19.1,1,1,8,-1
hsa-miR-761,MIMAT0010364,EPB41L4A-AS1,1,5,138,-1
hsa-miR-761,MIMAT0010364,LINC00652,1,1,6,-1
hsa-miR-761,MIMAT0010364,RP11-379K17.4,1,5,96,-1
hsa-miR-761,MIMAT0010364,RP11-795F19.1,1,1,548,-1
hsa-miR-761,MIMAT0010364,RP5-1086D14.6,1,1,8,-1
hsa-miR-761,MIMAT0010364,SDCBP2-AS1,1,1,62,-1
hsa-miR-761,MIMAT0010364,RP5-1198O20.4,1,1,8,-1
hsa-miR-761,MIMAT0010364,RP11-403I13.4,1,1,1,-1
hsa-miR-761,MIMAT0010364,ZNRD1-AS1,1,4,80,-1
hsa-miR-761,MIMAT0010364,HOTAIR,1,1,5,0
hsa-miR-761,MIMAT0010364,RP11-380L11.4,1,1,5,-1
hsa-miR-761,MIMAT0010364,RP1-5O6.6,1,3,59,-1
hsa-miR-761,MIMAT0010364,RP11-325D5.3,1,1,7,-1
hsa-miR-761,MIMAT0010364,CTC-497E21.4,6,1,85,-1
hsa-miR-761,MIMAT0010364,RP11-1186N24.5,1,1,7,-1
hsa-miR-761,MIMAT0010364,SCGB1B2P,2,1,6,-1
hsa-miR-761,MIMAT0010364,RP11-464F9.1,1,1,1,-1
hsa-miR-761,MIMAT0010364,RP11-203J24.9,1,2,31,-1
hsa-miR-761,MIMAT0010364,LINC00086,1,2,0,-1
hsa-miR-761,MIMAT0010364,RP11-488C13.5,1,1,175,-1
hsa-miR-761,MIMAT0010364,HCG17,1,2,25,-1
hsa-miR-761,MIMAT0010364,RP13-507I23.1,1,1,32,-1
hsa-miR-761,MIMAT0010364,HCG18,1,2,25,0
hsa-miR-761,MIMAT0010364,RP11-264B17.3,3,2,48,-1
hsa-miR-761,MIMAT0010364,RP11-506M13.3,2,1,16,-1
hsa-miR-761,MIMAT0010364,RP11-773D16.1,2,4,206,-1
hsa-miR-761,MIMAT0010364,RP4-773N10.5,1,6,64,-1
hsa-miR-761,MIMAT0010364,KCNQ1OT1,2,2,0,0
hsa-miR-761,MIMAT0010364,AC092535.3,1,1,18,-1
hsa-miR-761,MIMAT0010364,AC113189.5,1,6,156,-1
hsa-miR-761,MIMAT0010364,LINC00242,1,1,6,-1
hsa-miR-761,MIMAT0010364,RP11-426A6.7,1,1,8,-1
hsa-miR-761,MIMAT0010364,RP11-467L20.9,1,7,174,-1
hsa-miR-761,MIMAT0010364,CWC15,1,1,436,-1
hsa-miR-761,MIMAT0010364,JRK,1,1,39,-1
hsa-miR-761,MIMAT0010364,RP11-186B7.4,1,1,1,-1
hsa-miR-761,MIMAT0010364,AC018766.4,1,4,312,-1
hsa-miR-761,MIMAT0010364,HCP5,1,1,1,0
hsa-miR-761,MIMAT0010364,PPP1R9B,1,1,25,-1
hsa-miR-761,MIMAT0010364,NEAT1,1,1,12,0
hsa-miR-761,MIMAT0010364,RP11-216F19.2,1,1,22,-1
hsa-miR-761,MIMAT0010364,FENDRR,1,1,13,-1
hsa-miR-761,MIMAT0010364,FGD5-AS1,1,1,579,-1
hsa-miR-761,MIMAT0010364,CTD-2353F22.1,1,1,7,-1
hsa-miR-761,MIMAT0010364,LINC00176,3,2,1,-1
hsa-miR-761,MIMAT0010364,RP11-16E12.2,1,1,1,-1
hsa-miR-761,MIMAT0010364,RP5-955M13.3,1,1,16,-1
hsa-miR-101-3p,MIMAT0000099,GABPB1-AS1,1,1,37,-1
hsa-miR-101-3p,MIMAT0000099,RP4-697K14.12,1,1,10,-1
hsa-miR-101-3p,MIMAT0000099,RP11-94L15.2,1,3,31,-1
hsa-miR-101-3p,MIMAT0000099,RP11-220I1.1,2,14,986,-1
hsa-miR-101-3p,MIMAT0000099,XIST,4,15,1019,0
hsa-miR-101-3p,MIMAT0000099,SNHG1,1,7,188,1
hsa-miR-101-3p,MIMAT0000099,RP11-1134I14.8,1,4,65,-1
hsa-miR-101-3p,MIMAT0000099,RP11-923I11.1,1,1,10,-1
hsa-miR-101-3p,MIMAT0000099,RP11-618P17.3,1,1,1,-1
hsa-miR-101-3p,MIMAT0000099,RP11-140H17.1,1,1,9,-1
hsa-miR-101-3p,MIMAT0000099,FAM201A,1,3,71,-1
