,CCAT1-L,H19,ZNF295-AS1,LINC01138,MAPKAPK5-AS1,LINC01554,LINC-PINT,NORAD,ZFAT-AS1,TC0101441,FLJ22447,HTR2A-AS1,LINC00312,RP11-304L19.5,PTPRG-AS1,SRA,PRINS,lncRNA-CTD-2108O9.1,EWSAT1,LOC283070,XLOC_005327,CASC15-S,NR_015441,uc004bbl.1,SGO1-AS1,LCAL6,lnc-MBL2-4:3,MIR31HG,CTB-167B5.2,LOC285629,ASK00420,AATBC,MUC5B-AS1,SLC16A1-AS1,LINC00313,LOC105369388,HOXA13,RP11-1C1.7,LOC441242,OIP5-AS1,LINC00672,PRNCR1,NRON,RPPH1,Z38,ZEB1-AS1,FOXD2-AS1,LOC284454,ADAMTS9-AS1,OR3A4,LINC00467,PPP3CB,HOXA-AS3,TCL6,TCONS_00090092_MEG3,LSINCT7,LINC00668,PCAT6,ASAP1-IT1,lnc-JPH1-7,ncRAB31,POLR2E,LINC00993,ST8SIA6-AS1,uc002ywy.3,LINC01089,RP11-445K13.2,LINC-ROR,ZFAS1,ERVH48-1,LINC00635,CASC9.5,ZXF2,NRG1,HULC,lncTCF7,ADAMTS9-AS2,SOX2-OT,lncRNA-HIT,ENST01108,HAND2-AS1,SNHG16,MVIH,LINC00173,RP5-826L7.1,SOX2OT-S1,RP11-672F9.1,LINC01617,PTCSC2,GACAT3,XLOC_009911,LINC00365,RP11-909N17.3,P28210,BE503655,MEG8,LINC00491,HCP5,lncRNA625,TTN-AS1,BCYRN1,uc001lsz,XIST,HIF2PUT,XLOC_010235,PART1,TC1500845,EPB41L4A-AS2,P8725,EPEL,DUXAP8,ncC11orf49,KCNQ1OT1,LOC730101,LINC00426,HCG11,ILF3-AS1,DUBR,TCONS_l2_00006843,LEF1-AS1,BALR-2,LOC100499405,TCONS_l2_00021262,UC001kfo,ENST00000456007,LOC554202,FAM83A-AS1,TUG1,RP11-838N2.4,RHPN1-AS1,ucoo2kmd.1,KLF3-AS1,uc001ncr,MANCR,PTCSC3,CXCR2P1,NR_027775,CASC9,XLOC_000647,XLOC_008559,SNHG3,AC008392.1,LINC00667,BRE-AS1,MAGI2-AS3,RGMB-AS1,RP11-334E6.12,CFLAR-AS1,NKILA,HNF1A-AS1,LSINCT1,GAS8-AS1,GSEC,DLEU7-AS1,FGFR3-AS1,SNHG12,GPC3-AS1,DANCR,uc.338,SLC25A25-AS1,LINC00982,SchLAH,uc.63,FGF14-AS2,91H,ICR,PDIA3P,CCAT4,ncSRPK1,LUCAT1,SNHG11,RP11-401P9.4,lnc-bc060912,P16984,AC024560.2,TUSC8,HAS2-AS1,VIM-AS1,LeXis,NONHSAT082241,LOC149086,RRP1B,TCONS_l2_00000179,lnc-MX1-1,GABPB1-AS1,DBH-AS1,LINC00511,CTD-2574D22.4,PCAN-1,CEBPA-AS1,SLC25A27,C14orf132,CYTOR,HAGLR,FOXCUT,LINC00628,CTD-3193O13.11,AFAP1-AS1,KIAA0087,LOC100132354,EGOT,CASC7,SFTA1P,MYCNOS,DPP10-AS1,LOC90784,LOC728290,WFDC21P,RAMP2-AS1,SNHG1,C2dat1,LINC00176,RP11-434D9.1,CCAT2,LINC00473,AC092171.4,GATA3-AS1,TC0100223,DLX6-AS1,PRKCZ-AS1,XLOC_010588,DNM3OS,SBDSP1,LINC00210,ncHDAC5,SNHG20,LINC00599,GACAT2,UCHL1-AS1,IGKV,LINC00882,PCAN-4,uc009wkz.1,MIR100HG,lnc34a,uc002nbr.3,TMPOP2,LOC728228,RP1-90D4.3,uc003erl.1,LINC00460,uc003jfz.2,ENST00000515084,CRNDE,DDN-AS1,AC009014.3,LINC00941,IPW,HCAL,SEMA6A-AS1,AX746718,Llme23,RAD51-AS1,BDNF-AS,EGFR-AS1,NNT-AS1,GCASPC,AX800134,RP11-135L22.1,CRNDE-h,LINC00857,GAS5-AS1,UCC,HIF1A-AS2,LINC01512,EMX2OS,IGFBP4-1,TARID,LSINCT4,lnc-AL355149.1-1,PRC1-AS1,MIR155HG,DCST1-AS1,SPRY4-IT1,DRAIC,PCNA-AS1,XLOC_003405,XLOC_000303,SNHG8,uc001aka.2,CCAT3,HOXB-AS3,GATA6-AS1,SNHG6,PCOTH,LSINCT6,MIAT,lncRNA-DQ786227,MIR2052HG,CAHM,CCEPR,CASC2,NR_028494,LSINCT12,LINC00680,RP5-1014O16.1,TUNAR,lncARSR,FR165245,BALR-6,LINC01426,RBM5-AS1,lncRNA-Dreh,ENST00000430471,TUC339,P19780,LINP1,MIR22HG,PAX8-AS1,LINC00520,ST3GAL6-AS1,PCA3,LINC01186,HOTTIP,ENST00000564977,LINC00472,LOC285194,FOXP4-AS1,TI22687,BCAR4,MEG3,lncRNA-AK058803,LSINCT9,TCONS_l2_00030560,LSINCT11,LINC01234,CTB-89H12.4,CAI2,LINC00959,pancEts-1,LOC285758,ROPNR,LINC01101,ZFHX4-AS1,CAT104,XLOC_008466,SOX2,CBR3-AS1,TRERNA1,AC093850.2,ZNF667-AS1,CTA-941F9.9,MIR4697HG,NBR2,P24363,ENST00000395084,LOC100128881,TI13831,LINC00336,HOXC-AS1,DUXAP10,CTD-2357A8.3,CDKN2B-AS1,TRPM2-AS,PARROT,RP11-366H4.1.1,PCAN-3,PCAT7,FAM215A,ROR1-AS1,FAM3D-AS1,SIRT1-AS,RMRP,RP11-473M20.11,JHDM1D-AS1,ENST00000468960,FAM212B-AS1,P9745,PCAT5,MIR210HG,POU6F2-AS2,RMEL3,PCAT18,LINC00858,MAP3K14,lnc-LCE5A-1,FAM83H-AS1,uc.345,ElncRNA1,CERNA2,GUARDIN,SOCS2-AS1,TI21327,RP11-766N7.4,XLOC_007697,uc009yby.1,TP53TG1,DIRC3,FOXC2-AS1,TDRG1,FTH1P3,P6488,AK123790,P23099,TP73-AS1,CHRF,RPL34-AS1,PDIA3P1,LINC01116,uc003xut.,CASC19,TRIM52-AS1,PCAT29,uc.388,lncAGER,LINC00319,PURPL,FABP5P3,PICSAR,LINC00339,FER1L4,MALAT1,LINC00665,C5orf66-AS1,RP4,P14695,P700,ZNF674-AS1,XLOC_013014,RPLP0P2,GIHCG,SAMMSON,LINC01296,TI18318,lnc-AF085935,MIR600HG,BLACAT1,TCONS_l2_00018070,TI10124,RP4-575N6.5,LINC00675,LINC00663,PDCD4-AS1,PAUPAR,MIR4435-2HG,LINC01139,HOTAIR,BAIAP2-AS1,TCONS_l2_00004424,P6391,MIR503HG,ENST00000456185,ENST00000539303,BC041938,LOC100130476,BDLNR,MNX1-AS1,CASC8,LINC00673,THRIL,TCONS_l2_00014091,BLACAT2,RCCRT1,UCA1,SNHG15,MIF-AS1,PCGEM1,CCAT1,LINC01088,PHBP1,RMST,DACOR1,WEE2-AS1,MAPT-AS1,ENST00000501583,LUADT1,LINC00515,RP11-222K16.2,BACE1-AS,P8611,RP1130-1,P8860,lnc-MMP3-1,HAR1A,NEAT1_2,TC0101686,MT1JP,XLOC_006390,P33863,ESCCAL-5,HOXA11-AS,uc001gzl.3,LINC00629,PANDAR,MCM3AP-AS1,lncRNA-ATB,LINC00963,PCAN-2,ENST00000602301,LINC00659,CPS1-IT1,RP13-514E23.1,ENST00000503812,CHIAP2,RP11-325I22.2,HOXA-AS2,LINC00092,EINCR1,POTEF-AS1,FTX,RP5-1024C24.1,FALEC,LINC00271,CRALA,ZNF300P1,NR_002444,TSIX,SNHG4,NR2F1-AS1,ZEB2-AS1,NBAT1,lnc-uc003wbd,AP000221.1,LINC00346,LOC100292680,LOC100287225,AC012065.7,LINC01018,LINC00261,IRAIN,MHRT,FGD5-AS1,GHET1,HOTAIRM1,NR_033663,ATXN8OS,RP11-402L6.1,LCAL1,NEAT1,CTBP1-AS,ENST00000451515,LINC01225,GNAS-AS1,ncNRFR,MT1DP,ADARB2-AS1,AC007255.8,RSU1P2,MIR7-3HG,Unigene56159,APTR,DLEU2,GAS5,XLOC_003286,PCAT1,DGCR5,ULK4P2,WT1-AS,LINC00115,SNHG5,LINC01133,LUNAR1,SNHG14,CCAT6,HIF1A-AS1,FENDRR,MIR17HG,FEZF1-AS1,BANCR,lncRNA-422,P4091,PEG10,RP11-708H21.4,HAR1B,GLIDR,LOC152578,LINC00461,TI09485,SNHG7,ENST00000435885,VELUCT,TNXA,TINCR,LINC01494,CCAL,lnc-Sox5,P2RX7-V3,KRTAP5-AS1,SUZ12P1,AOC4P,RUNXOR,XLOC_014172,ELF3-AS1,SOX21-AS1,LOC440905,DAPK1,uc.73,LINC00160,CNALPTC1,LSINCT8,LSINCT3,CILA1,CASC11,RP11-436H11.5,PINCR,FW340058,CA3-AS1,MIR222HG,TCONS_l2_00018071,R05532,JPX,TUSC7,uc001gch.1,PCAT14,FR0348383,uc021re1.1,FAS-AS1,AY129027,LOC389641,PCAN-6,RP5-833A20.1,LINC01013,lncHERG,RP11-160H22.5,SNHG17,LBX2-AS1,PTENP1,XLOC_006844,HMMR-AS1,FR0257520,LAMA5-AS1,uc002cds.2,EPB41L4A-AS1,PVT1,LINC00052,LSINCT10,CCDC26,SBF2-AS1,PAX8-AS1-N,MAP3K20,RP11-552M11.4,NONHSAT062994,SOX2OT-S2,LINC01419,lncZic2,SERHL,KCNK15-AS1,GAPLINC,XLOC_012255,LINC00707,MINCR,CASC15,LOXL1-AS1,SCHLAP1,SATB2-AS1,uc004bdv.3,STXBP5-AS1,LINC01016,DSCAM-AS1,NONHSAT107900,LSINCT2,LOC100507661,FBXL19-AS1,LINC01503,LINC00974,RP4-583P15.10,LINC00161,PVT1-5,EF177379,DLEU1,LINC00689,LOC646329,CTD-2020K17.1,TCONS_l2_00020565,CCND2-AS1
hsa-mir-363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-181b-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-24-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
